1,1,1629,686,133,336,1,4.833,-2.250,0.000
2,1,1644,665,132,330,1,5.167,-2.250,0.000
3,1,1644,665,132,330,1,5.167,-2.250,0.000
4,1,1644,665,132,330,1,5.167,-2.250,0.000
5,1,1644,665,132,330,1,5.167,-2.250,0.000
6,1,1644,665,132,330,1,5.167,-2.250,0.000
7,1,1644,665,132,330,1,5.167,-2.250,0.000
9,2,968,97,52,155,1,19.167,9.450,0.000
10,2,990,99,52,156,1,19.167,9.150,0.000
11,2,1013,101,52,157,1,19.167,8.850,0.000
12,2,1027,85,50,152,1,20.167,9.150,0.000
13,2,1039,80,50,151,1,20.500,9.150,0.000
14,2,1064,61,47,145,1,21.833,9.450,0.000
15,2,1064,61,47,145,1,21.833,9.450,0.000
16,2,1107,45,45,140,1,23.167,9.450,0.000
17,2,1138,43,45,140,1,23.500,9.150,0.000
18,2,1148,30,44,136,1,24.500,9.450,0.000
19,2,1167,23,43,134,1,25.167,9.450,0.000
20,2,1176,11,42,131,1,26.167,9.750,0.000
21,2,1187,24,43,135,1,25.167,9.150,0.000
22,2,1178,27,43,136,1,24.833,9.150,0.000
26,3,1836,160,98,191,1,18.833,-0.750,0.000
27,3,1822,175,98,194,1,18.167,-0.750,0.000
28,3,1807,190,97,197,1,17.500,-0.750,0.000
29,3,1800,198,97,199,1,17.167,-0.750,0.000
30,3,1785,214,97,202,1,16.500,-0.750,0.000
31,3,1804,232,101,208,1,15.833,-1.050,0.000
32,3,1761,239,96,208,1,15.500,-0.750,0.000
33,3,1771,267,100,216,1,14.500,-1.050,0.000
34,3,1736,265,96,214,1,14.500,-0.750,0.000
35,3,1718,283,96,219,1,13.833,-0.750,0.000
36,3,1709,293,96,221,1,13.500,-0.750,0.000
37,3,1709,336,101,233,1,12.167,-1.050,0.000
38,3,1709,336,101,233,1,12.167,-1.050,0.000
39,3,1699,346,101,236,1,11.833,-1.050,0.000
40,3,1652,353,97,237,1,11.500,-0.750,0.000
41,3,1669,380,102,245,1,10.833,-1.050,0.000
42,3,1652,353,97,237,1,11.500,-0.750,0.000
43,3,1655,309,92,224,1,12.833,-0.450,0.000
44,3,1683,280,92,217,1,13.833,-0.450,0.000
45,3,1701,262,92,212,1,14.500,-0.450,0.000
46,3,1718,245,92,208,1,15.167,-0.450,0.000
47,3,1752,247,96,210,1,15.167,-0.750,0.000
48,3,1769,230,96,206,1,15.833,-0.750,0.000
49,3,1792,206,97,200,1,16.833,-0.750,0.000
50,3,1807,190,97,197,1,17.500,-0.750,0.000
51,3,1807,190,97,197,1,17.500,-0.750,0.000
54,4,1698,18,67,147,1,27.167,2.550,0.000
55,4,1681,14,65,145,1,27.500,2.850,0.000
56,4,1675,19,65,146,1,27.167,2.850,0.000
57,4,1668,23,65,146,1,26.833,2.850,0.000
58,4,1656,32,64,148,1,26.167,2.850,0.000
59,4,1626,36,62,148,1,25.833,3.150,0.000
60,4,1605,50,62,151,1,24.833,3.150,0.000
61,4,1608,65,64,155,1,23.833,2.850,0.000
62,4,1577,69,62,155,1,23.500,3.150,0.000
63,4,1553,68,60,154,1,23.500,3.450,0.000
64,4,1530,82,60,157,1,22.500,3.450,0.000
65,4,1515,92,60,159,1,21.833,3.450,0.000
66,4,1498,86,59,157,1,22.167,3.750,0.000
67,4,1490,91,59,158,1,21.833,3.750,0.000
68,4,1490,91,59,158,1,21.833,3.750,0.000
69,4,1483,80,57,155,1,22.500,4.050,0.000
70,4,1499,70,57,153,1,23.167,4.050,0.000
71,4,1530,67,59,153,1,23.500,3.750,0.000
72,4,1537,62,59,152,1,23.833,3.750,0.000
73,4,1559,48,59,149,1,24.833,3.750,0.000
74,4,1589,44,60,149,1,25.167,3.450,0.000
75,4,1580,35,59,146,1,25.833,3.750,0.000
76,4,1594,27,59,144,1,26.500,3.750,0.000
77,4,1600,22,59,143,1,26.833,3.750,0.000
78,4,1591,14,58,140,1,27.500,4.050,0.000
81,5,1738,350,105,238,1,11.833,-1.350,0.000
82,5,1728,361,106,241,1,11.500,-1.350,0.000
83,5,1679,368,101,242,1,11.167,-1.050,0.000
84,5,1669,380,102,245,1,10.833,-1.050,0.000
85,5,1659,391,102,248,1,10.500,-1.050,0.000
86,5,1648,403,102,251,1,10.167,-1.050,0.000
87,5,1659,391,102,248,1,10.500,-1.050,0.000
89,6,1131,581,97,299,1,5.167,1.050,0.000
90,6,1109,599,99,304,1,4.833,1.050,0.000
91,6,1153,606,101,306,1,4.833,0.750,0.000
92,6,1131,581,97,299,1,5.167,1.050,0.000
93,6,1131,581,97,299,1,5.167,1.050,0.000
94,6,1131,581,97,299,1,5.167,1.050,0.000
96,7,783,507,98,277,1,5.500,3.750,0.000
97,7,708,495,99,273,1,5.500,4.350,0.000
98,7,645,504,102,274,1,5.167,4.650,0.000
99,7,609,498,102,272,1,5.167,4.950,0.000
100,7,617,519,104,278,1,4.833,4.650,0.000
103,8,218,403,103,238,1,5.833,9.150,0.000
104,8,247,392,100,235,1,6.167,9.150,0.000
105,8,247,392,100,235,1,6.167,9.150,0.000
106,8,276,381,97,232,1,6.500,9.150,0.000
107,8,304,370,94,229,1,6.833,9.150,0.000
108,8,303,356,93,225,1,7.167,9.450,0.000
109,8,303,356,93,225,1,7.167,9.450,0.000
110,8,304,370,94,229,1,6.833,9.150,0.000
112,9,329,346,90,222,1,7.500,9.450,0.000
113,9,329,346,90,222,1,7.500,9.450,0.000
114,9,327,332,89,218,1,7.833,9.750,0.000
115,9,353,322,87,216,1,8.167,9.750,0.000
116,9,351,310,85,212,1,8.500,10.050,0.000
117,9,351,310,85,212,1,8.500,10.050,0.000
118,9,377,313,85,213,1,8.500,9.750,0.000
119,9,377,313,85,213,1,8.500,9.750,0.000
120,9,399,292,81,207,1,9.167,10.050,0.000
121,9,444,274,78,203,1,9.833,10.050,0.000
122,9,459,245,74,194,1,10.833,10.650,0.000
123,9,456,235,73,191,1,11.167,10.950,0.000
124,9,438,253,76,196,1,10.500,10.650,0.000
125,9,432,232,74,190,1,11.167,11.250,0.000
126,9,408,230,74,189,1,11.167,11.550,0.000
127,9,384,227,74,188,1,11.167,11.850,0.000
128,9,316,239,79,191,1,10.500,12.150,0.000
129,9,294,247,80,193,1,10.167,12.150,0.000
130,9,294,257,82,196,1,9.833,11.850,0.000
131,9,344,263,80,198,1,9.833,11.250,0.000
132,9,391,258,78,197,1,10.167,10.950,0.000
133,9,416,261,77,198,1,10.167,10.650,0.000
134,9,438,253,76,196,1,10.500,10.650,0.000
135,9,459,245,74,194,1,10.833,10.650,0.000
136,9,453,225,72,188,1,11.500,11.250,0.000
137,9,456,235,73,191,1,11.167,10.950,0.000
138,9,480,237,73,192,1,11.167,10.650,0.000
139,9,501,229,72,190,1,11.500,10.650,0.000
140,9,501,229,72,190,1,11.500,10.650,0.000
141,9,509,250,74,197,1,10.833,10.050,0.000
143,10,1003,48,47,140,1,22.500,10.650,0.000
144,10,1006,39,46,138,1,23.167,10.950,0.000
145,10,1017,35,45,137,1,23.500,10.950,0.000
146,10,1006,39,46,138,1,23.167,10.950,0.000
147,10,1006,39,46,138,1,23.167,10.950,0.000
148,10,994,43,46,139,1,22.833,10.950,0.000
149,10,963,45,47,139,1,22.500,11.250,0.000
1,11,1829,168,98,193,1,18.500,-0.750,0.000
2,11,1815,183,97,196,1,17.833,-0.750,0.000
3,11,1815,183,97,196,1,17.833,-0.750,0.000
4,11,1822,175,98,194,1,18.167,-0.750,0.000
8,12,888,681,112,323,1,3.167,1.650,0.000
9,12,917,660,109,318,1,3.500,1.650,0.000
10,12,970,621,103,309,1,4.167,1.650,0.000
11,12,995,603,100,304,1,4.500,1.650,0.000
12,12,1044,567,96,295,1,5.167,1.650,0.000
13,12,1067,551,94,291,1,5.500,1.650,0.000
14,12,1111,519,91,283,1,6.167,1.650,0.000
15,12,1131,469,86,269,1,7.167,1.950,0.000
16,12,1150,455,85,265,1,7.500,1.950,0.000
17,12,1168,442,85,261,1,7.833,1.950,0.000
18,12,1203,416,83,254,1,8.500,1.950,0.000
19,12,1201,388,80,246,1,9.167,2.250,0.000
20,12,1217,376,79,242,1,9.500,2.250,0.000
21,12,1252,381,81,243,1,9.500,1.950,0.000
22,12,1264,344,77,233,1,10.500,2.250,0.000
23,12,1292,324,76,226,1,11.167,2.250,0.000
24,12,1288,301,73,220,1,11.833,2.550,0.000
25,12,1314,283,72,214,1,12.500,2.550,0.000
26,12,1327,275,71,212,1,12.833,2.550,0.000
27,12,1352,258,70,207,1,13.500,2.550,0.000
28,12,1357,231,68,199,1,14.500,2.850,0.000
29,12,1369,224,67,196,1,14.833,2.850,0.000
30,12,1391,209,66,192,1,15.500,2.850,0.000
31,12,1420,212,68,193,1,15.500,2.550,0.000
32,12,1423,189,65,186,1,16.500,2.850,0.000
33,12,1443,175,65,182,1,17.167,2.850,0.000
34,12,1444,154,63,176,1,18.167,3.150,0.000
35,12,1463,143,63,173,1,18.833,3.150,0.000
36,12,1481,131,62,170,1,19.500,3.150,0.000
37,12,1490,125,62,168,1,19.833,3.150,0.000
38,12,1507,114,62,166,1,20.500,3.150,0.000
39,12,1515,109,62,164,1,20.833,3.150,0.000
40,12,1531,99,62,162,1,21.500,3.150,0.000
41,12,1556,100,63,163,1,21.500,2.850,0.000
42,12,1554,83,62,158,1,22.500,3.150,0.000
43,12,1562,78,62,157,1,22.833,3.150,0.000
44,12,1560,63,60,153,1,23.833,3.450,0.000
45,12,1569,73,62,156,1,23.167,3.150,0.000
46,12,1568,58,60,151,1,24.167,3.450,0.000
47,12,1582,49,60,150,1,24.833,3.450,0.000
48,12,1589,44,60,149,1,25.167,3.450,0.000
49,12,1596,40,60,148,1,25.500,3.450,0.000
50,12,1573,39,59,147,1,25.500,3.750,0.000
51,12,1603,36,60,147,1,25.833,3.450,0.000
52,12,1607,18,59,142,1,27.167,3.750,0.000
53,12,1613,14,59,141,1,27.500,3.750,0.000
54,12,1620,10,59,141,1,27.833,3.750,0.000
55,12,1611,2,58,138,1,28.500,4.050,0.000
56,12,1611,2,58,138,1,28.500,4.050,0.000
57,12,1626,6,60,140,1,28.167,3.750,0.000
58,12,1632,2,60,139,1,28.500,3.750,0.000
59,12,1623,-5,58,137,1,29.167,4.050,0.000
61,13,509,194,68,180,1,12.833,11.550,0.000
62,13,482,184,67,176,1,13.167,12.150,0.000
63,13,463,190,68,178,1,12.833,12.150,0.000
64,13,443,197,69,180,1,12.500,12.150,0.000
65,13,482,184,67,176,1,13.167,12.150,0.000
66,13,501,177,66,174,1,13.500,12.150,0.000
67,13,479,175,66,174,1,13.500,12.450,0.000
68,13,463,190,68,178,1,12.833,12.150,0.000
69,13,446,206,70,182,1,12.167,11.850,0.000
70,13,405,220,73,186,1,11.500,11.850,0.000
71,13,405,220,73,186,1,11.500,11.850,0.000
72,13,363,235,76,190,1,10.833,11.850,0.000
73,13,340,242,78,192,1,10.500,11.850,0.000
74,13,319,260,81,197,1,9.833,11.550,0.000
75,13,271,276,85,202,1,9.167,11.550,0.000
76,13,246,297,89,207,1,8.500,11.250,0.000
77,13,220,305,91,210,1,8.167,11.250,0.000
78,13,220,318,93,213,1,7.833,10.950,0.000
85,14,1609,399,99,249,1,10.167,-0.750,0.000
86,14,1597,411,99,253,1,9.833,-0.750,0.000
87,14,1586,424,100,256,1,9.500,-0.750,0.000
93,15,44,347,111,223,1,6.500,11.550,0.000
94,15,10,357,116,226,1,6.167,11.550,0.000
95,15,1,387,121,235,1,5.500,10.950,0.000
97,16,1832,132,95,184,1,20.167,-0.450,0.000
98,16,1832,132,95,184,1,20.167,-0.450,0.000
100,17,351,535,113,277,1,3.833,6.150,0.000
101,17,351,535,113,277,1,3.833,6.150,0.000
110,18,1789,174,93,192,1,18.167,-0.450,0.000
111,18,1789,174,93,192,1,18.167,-0.450,0.000
113,19,938,9,43,128,1,25.167,13.050,0.000
114,19,916,16,44,130,1,24.500,13.050,0.000
115,19,901,28,45,133,1,23.500,12.750,0.000
116,19,896,37,46,136,1,22.833,12.450,0.000
117,19,904,42,47,138,1,22.500,12.150,0.000
118,19,919,52,48,141,1,21.833,11.550,0.000
119,19,923,43,47,138,1,22.500,11.850,0.000
120,19,923,43,47,138,1,22.500,11.850,0.000
121,19,923,43,47,138,1,22.500,11.850,0.000
122,19,904,42,47,138,1,22.500,12.150,0.000
123,19,950,27,45,133,1,23.833,12.150,0.000
124,19,969,28,45,134,1,23.833,11.850,0.000
125,19,958,31,45,135,1,23.500,11.850,0.000
129,20,125,692,145,326,1,1.167,5.550,0.000
130,20,209,679,137,320,1,1.500,5.250,0.000
131,20,209,679,137,320,1,1.500,5.250,0.000
132,20,208,709,141,329,1,1.167,4.950,0.000
134,21,545,507,104,273,1,4.833,5.250,0.000
135,21,566,473,100,264,1,5.500,5.550,0.000
136,21,593,460,97,260,1,5.833,5.550,0.000
137,21,566,473,100,264,1,5.500,5.550,0.000
139,22,1510,767,134,358,1,3.500,-1.950,0.000
140,22,1528,743,132,351,1,3.833,-1.950,0.000
141,22,1528,743,132,351,1,3.833,-1.950,0.000
142,22,1528,743,132,351,1,3.833,-1.950,0.000
144,23,1444,632,116,315,1,5.167,-1.050,0.000
145,23,1461,613,115,310,1,5.500,-1.050,0.000
146,23,1461,613,115,310,1,5.500,-1.050,0.000
147,23,1492,640,119,318,1,5.167,-1.350,0.000
148,23,1444,632,116,315,1,5.167,-1.050,0.000
149,23,1427,652,117,320,1,4.833,-1.050,0.000
1,24,1671,117,74,171,1,20.833,1.350,0.000
2,24,1659,104,72,167,1,21.500,1.650,0.000
3,24,1654,87,70,162,1,22.500,1.950,0.000
4,24,1650,71,68,158,1,23.500,2.250,0.000
5,24,1650,71,68,158,1,23.500,2.250,0.000
6,24,1657,66,68,157,1,23.833,2.250,0.000
7,24,1660,46,66,152,1,25.167,2.550,0.000
8,24,1656,32,64,148,1,26.167,2.850,0.000
9,24,1656,32,64,148,1,26.167,2.850,0.000
10,24,1662,27,65,147,1,26.500,2.850,0.000
11,24,1686,27,67,148,1,26.500,2.550,0.000
12,24,1675,19,65,146,1,27.167,2.850,0.000
13,24,1675,19,65,146,1,27.167,2.850,0.000
14,24,1664,10,63,143,1,27.833,3.150,0.000
18,25,187,415,106,241,1,5.500,9.150,0.000
19,25,217,419,105,243,1,5.500,8.850,0.000
20,25,247,392,100,235,1,6.167,9.150,0.000
21,25,305,385,96,233,1,6.500,8.850,0.000
22,25,332,374,94,231,1,6.833,8.850,0.000
23,25,357,349,90,224,1,7.500,9.150,0.000
24,25,404,316,84,215,1,8.500,9.450,0.000
25,25,425,295,81,209,1,9.167,9.750,0.000
26,25,444,274,78,203,1,9.833,10.050,0.000
27,25,463,255,75,197,1,10.500,10.350,0.000
28,25,463,255,75,197,1,10.500,10.350,0.000
29,25,435,242,75,193,1,10.833,10.950,0.000
30,25,410,240,75,192,1,10.833,11.250,0.000
31,25,432,232,74,190,1,11.167,11.250,0.000
32,25,453,225,72,188,1,11.500,11.250,0.000
33,25,497,220,71,187,1,11.833,10.950,0.000
34,25,497,220,71,187,1,11.833,10.950,0.000
35,25,501,229,72,190,1,11.500,10.650,0.000
37,26,715,122,57,160,1,16.833,11.550,0.000
38,26,745,112,56,158,1,17.500,11.550,0.000
