1,1,205,772,148,351,1,0.500,4.350,0.000
2,1,158,797,154,362,1,0.167,4.350,0.000
3,1,65,778,159,360,1,0.167,4.950,0.000
4,1,18,768,162,359,1,0.167,5.250,0.000
1,2,272,300,88,208,1,8.500,10.950,0.000
2,2,220,318,93,213,1,7.833,10.950,0.000
3,2,164,337,99,219,1,7.167,10.950,0.000
4,2,103,356,106,225,1,6.500,10.950,0.000
5,2,32,391,117,236,1,5.500,10.650,0.000
6,2,-42,413,129,244,1,4.833,10.650,0.000
1,3,269,234,80,189,1,10.500,12.750,0.000
2,3,314,220,76,185,1,11.167,12.750,0.000
3,3,357,206,73,182,1,11.833,12.750,0.000
4,3,398,193,70,178,1,12.500,12.750,0.000
5,3,438,180,68,174,1,13.167,12.750,0.000
6,3,454,165,66,170,1,13.833,13.050,0.000
7,3,491,153,63,167,1,14.500,13.050,0.000
8,3,530,149,62,166,1,14.833,12.750,0.000
9,3,547,143,61,165,1,15.167,12.750,0.000
10,3,577,125,59,160,1,16.167,13.050,0.000
11,3,609,115,57,157,1,16.833,13.050,0.000
12,3,640,104,56,154,1,17.500,13.050,0.000
13,3,671,95,54,151,1,18.167,13.050,0.000
14,3,686,90,54,150,1,18.500,13.050,0.000
15,3,714,80,52,148,1,19.167,13.050,0.000
16,3,742,71,51,145,1,19.833,13.050,0.000
17,3,756,67,51,144,1,20.167,13.050,0.000
18,3,789,49,48,139,1,21.500,13.350,0.000
19,3,809,50,48,139,1,21.500,13.050,0.000
20,3,834,42,47,137,1,22.167,13.050,0.000
21,3,858,35,46,135,1,22.833,13.050,0.000
22,3,882,27,45,133,1,23.500,13.050,0.000
23,3,905,20,45,131,1,24.167,13.050,0.000
24,3,927,13,44,129,1,24.833,13.050,0.000
25,3,949,6,43,127,1,25.500,13.050,0.000
26,3,970,0,42,125,1,26.167,13.050,0.000
27,3,983,-10,41,122,1,27.167,13.350,0.000
1,4,708,221,68,191,1,12.500,8.850,0.000
2,4,744,207,66,187,1,13.167,8.850,0.000
3,4,779,193,64,183,1,13.833,8.850,0.000
4,4,812,180,62,180,1,14.500,8.850,0.000
